"module name","license","repository"
"babel-runtime@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"babel-template@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-template"
"babel-traverse@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-traverse"
"babel-types@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-types"
"babylon@6.18.0","MIT","https://github.com/babel/babylon"
"babylon@7.0.0-beta.44","MIT","https://github.com/babel/babel/tree/master/packages/babylon"
"baggage-loader@0.2.4","MIT","https://github.com/deepsweet/baggage-loader"
"balanced-match@0.4.2","MIT","https://github.com/juliangruber/balanced-match"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"base@0.11.2","MIT","https://github.com/node-base/base"
"batch@0.6.1","MIT","https://github.com/visionmedia/batch"
"bcrypt-pbkdf@1.0.2","BSD-3-Clause","https://github.com/joyent/node-bcrypt-pbkdf"
"big.js@3.2.0","MIT","https://github.com/MikeMcl/big.js"
"big.js@5.2.2","MIT","https://github.com/MikeMcl/big.js"
"binary-extensions@1.13.1","MIT","https://github.com/sindresorhus/binary-extensions"
"binary-extensions@2.2.0","MIT","https://github.com/sindresorhus/binary-extensions"
"bl@4.0.4","MIT","https://github.com/rvagg/bl"
"block-stream@0.0.9","ISC","https://github.com/isaacs/block-stream"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"bn.js@4.11.9","MIT","https://github.com/indutny/bn.js"
"bn.js@5.1.3","MIT","https://github.com/indutny/bn.js"
"body-parser@1.19.0","MIT","https://github.com/expressjs/body-parser"
"bonjour@3.5.0","MIT","https://github.com/watson/bonjour"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"bootstrap-sass@3.4.1","MIT","https://github.com/twbs/bootstrap-sass"
"br-validations@0.3.1","MIT","https://github.com/the-darc/br-validations"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@2.3.2","MIT","https://github.com/micromatch/braces"
"braces@3.0.2","MIT","https://github.com/micromatch/braces"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browserify-aes@1.2.0","MIT","https://github.com/crypto-browserify/browserify-aes"
"browserify-cipher@1.0.1","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.2","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.1.0","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-sign@4.2.1","ISC","https://github.com/crypto-browserify/browserify-sign"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib"
"browserslist@1.7.7","MIT","https://github.com/ai/browserslist"
"buffer-crc32@0.2.13","MIT","https://github.com/brianloveswords/buffer-crc32"
"buffer-from@1.1.1","MIT","https://github.com/LinusU/buffer-from"
"buffer-indexof@1.1.1","MIT","https://github.com/soldair/node-buffer-indexof"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@4.9.2","MIT","https://github.com/feross/buffer"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"bytes@3.1.0","MIT","https://github.com/visionmedia/bytes.js"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"call-bind@1.0.2","MIT","https://github.com/ljharb/call-bind"
"caller-path@0.1.0","MIT","https://github.com/sindresorhus/caller-path"
"callsites@0.2.0","MIT","https://github.com/sindresorhus/callsites"
"camel-case@3.0.0","MIT","https://github.com/blakeembrey/camel-case"
"camelcase-keys@2.1.0","MIT","https://github.com/sindresorhus/camelcase-keys"
"camelcase@1.2.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@2.1.1","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@3.0.0","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@4.1.0","MIT","https://github.com/sindresorhus/camelcase"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"caniuse-api@1.6.1","MIT","https://github.com/nyalab/caniuse-api"
"caniuse-db@1.0.30001185","CC-BY-4.0","https://github.com/Fyrd/caniuse"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"center-align@0.1.3","MIT","https://github.com/jonschlinkert/center-align"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@4.1.0","MIT","https://github.com/chalk/chalk"
"chardet@0.4.2","MIT","https://github.com/runk/node-chardet"
"chokidar@2.1.8","MIT","https://github.com/paulmillr/chokidar"
"chokidar@3.5.1","MIT","https://github.com/paulmillr/chokidar"
"chownr@1.1.4","ISC","https://github.com/isaacs/chownr"
"cipher-base@1.0.4","MIT","https://github.com/crypto-browserify/cipher-base"
"circular-json@0.3.3","MIT","https://github.com/WebReflection/circular-json"
"clap@1.2.3","MIT","https://github.com/lahmatiy/clap"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils"
"clean-css@4.2.3","MIT","https://github.com/jakubpawlowicz/clean-css"
"clean-webpack-plugin@0.1.19","MIT","https://github.com/johnagan/clean-webpack-plugin"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-width@2.2.1","ISC","https://github.com/knownasilya/cli-width"
"cli@1.0.1","MIT","https://github.com/node-js-libs/cli"
"cliui@2.1.0","ISC","https://github.com/bcoe/cliui"
"cliui@3.2.0","ISC","https://github.com/yargs/cliui"
"cliui@5.0.0","ISC","https://github.com/yargs/cliui"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone"
"co@4.6.0","MIT","https://github.com/tj/co"
"coa@1.0.4","MIT","https://github.com/veged/coa"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
"collection-visit@1.0.0","MIT","https://github.com/jonschlinkert/collection-visit"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-convert@2.0.1","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"color-name@1.1.4","MIT","https://github.com/colorjs/color-name"
"color-string@0.3.0","MIT","https://github.com/harthur/color-string"
"color@0.11.4","MIT","https://github.com/Qix-/color"
"colormin@1.1.2","MIT","https://github.com/ben-eb/colormin"
"colors@1.1.2","MIT","https://github.com/Marak/colors.js"
"combined-stream@1.0.8","MIT","https://github.com/felixge/node-combined-stream"
"commander@2.17.1","MIT","https://github.com/tj/commander.js"
"commander@2.19.0","MIT","https://github.com/tj/commander.js"
"commondir@1.0.1","MIT","https://github.com/substack/node-commondir"
"component-emitter@1.3.0","MIT","https://github.com/component/emitter"
"compressible@2.0.18","MIT","https://github.com/jshttp/compressible"
"compression@1.7.4","MIT","https://github.com/expressjs/compression"
"concat-map@0.0.1","MIT","https://github.com/substack/node-concat-map"
"concat-stream@1.6.2","MIT","https://github.com/maxogden/concat-stream"
"connect-history-api-fallback@1.6.0","MIT","https://github.com/bripkens/connect-history-api-fallback"
"console-browserify@1.1.0","MIT","https://github.com/Raynos/console-browserify"
"console-control-strings@1.1.0","ISC","https://github.com/iarna/console-control-strings"
"constants-browserify@1.0.0","MIT","https://github.com/juliangruber/constants-browserify"
"content-disposition@0.5.3","MIT","https://github.com/jshttp/content-disposition"
"content-type@1.0.4","MIT","https://github.com/jshttp/content-type"
"convert-source-map@1.7.0","MIT","https://github.com/thlorenz/convert-source-map"
"cookie-signature@1.0.6","MIT","https://github.com/visionmedia/node-cookie-signature"
"cookie@0.4.0","MIT","https://github.com/jshttp/cookie"
"copy-descriptor@0.1.1","MIT","https://github.com/jonschlinkert/copy-descriptor"
"core-js@2.6.12","MIT","https://github.com/zloirock/core-js"
"core-util-is@1.0.2","MIT","https://github.com/isaacs/core-util-is"
"cortex@3.1.0","AGPL-3.0-or-later","https://github.com/TheHive-Project/Cortex"
"create-ecdh@4.0.4","MIT","https://github.com/crypto-browserify/createECDH"
"create-hash@1.2.0","MIT","https://github.com/crypto-browserify/createHash"
"create-hmac@1.1.7","MIT","https://github.com/crypto-browserify/createHmac"
"cross-env@3.2.4","MIT","https://github.com/kentcdodds/cross-env"
"cross-spawn@3.0.1","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"cross-spawn@5.1.0","MIT","https://github.com/IndigoUnited/node-cross-spawn"
"crypto-browserify@3.12.0","MIT","https://github.com/crypto-browserify/crypto-browserify"
"css-color-names@0.0.4","MIT","https://github.com/bahamas10/css-color-names"
"css-loader@0.25.0","MIT","https://github.com/webpack/css-loader"
"css-select@2.1.0","BSD-2-Clause","https://github.com/fb55/css-select"
"css-selector-tokenizer@0.6.0","MIT","https://github.com/css-modules/css-selector-tokenizer"
"css-selector-tokenizer@0.7.3","MIT","https://github.com/css-modules/css-selector-tokenizer"
"css-spaces@0.3.5","MIT","https://github.com/badabam/css-spaces"
"css-what@3.4.2","BSD-2-Clause","https://github.com/fb55/css-what"
"cssesc@0.1.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssesc@3.0.0","MIT","https://github.com/mathiasbynens/cssesc"
"cssnano@3.10.0","MIT","https://github.com/ben-eb/cssnano"
"csso@2.3.2","MIT","https://github.com/css/csso"
"currently-unhandled@0.4.1","MIT","https://github.com/jamestalmage/currently-unhandled"
"d@1.0.1","ISC","https://github.com/medikoo/d"
"dashdash@1.14.1","MIT","https://github.com/trentm/node-dashdash"
"date-fns@2.0.0-alpha.7","MIT","https://github.com/date-fns/date-fns"
"date-now@0.1.4","MIT","https://github.com/Colingo/date-now"
"debug@2.6.9","MIT","https://github.com/visionmedia/debug"
"debug@3.2.7","MIT","https://github.com/visionmedia/debug"
"debug@4.3.1","MIT","https://github.com/visionmedia/debug"
"decamelize@1.2.0","MIT","https://github.com/sindresorhus/decamelize"
"decode-uri-component@0.2.0","MIT","https://github.com/SamVerschueren/decode-uri-component"
"deep-equal@1.1.1","MIT","https://github.com/substack/node-deep-equal"
"deep-is@0.1.3","MIT","https://github.com/thlorenz/deep-is"
"define-properties@1.1.3","MIT","https://github.com/ljharb/define-properties"
"define-property@0.2.5","MIT","https://github.com/jonschlinkert/define-property"
"define-property@1.0.0","MIT","https://github.com/jonschlinkert/define-property"
"define-property@2.0.2","MIT","https://github.com/jonschlinkert/define-property"
"defined@1.0.0","MIT","https://github.com/substack/defined"
"del@3.0.0","MIT","https://github.com/sindresorhus/del"
"delayed-stream@1.0.0","MIT","https://github.com/felixge/node-delayed-stream"
"delegates@1.0.0","MIT","https://github.com/visionmedia/node-delegates"
"depd@1.1.2","MIT","https://github.com/dougwilson/nodejs-depd"
"des.js@1.0.1","MIT","https://github.com/indutny/des.js"
"destroy@1.0.4","MIT","https://github.com/stream-utils/destroy"
"detect-indent@4.0.0","MIT","https://github.com/sindresorhus/detect-indent"
"detect-node@2.0.4","ISC","https://github.com/iliakan/detect-node"
"diffie-hellman@5.0.3","MIT","https://github.com/crypto-browserify/diffie-hellman"
"dns-equal@1.0.0","MIT","https://github.com/watson/dns-equal"
"dns-packet@1.3.1","MIT","https://github.com/mafintosh/dns-packet"
"dns-txt@2.0.2","MIT","https://github.com/watson/dns-txt"
"doctrine@2.1.0","Apache-2.0","https://github.com/eslint/doctrine"
"dom-converter@0.2.0","MIT","https://github.com/AriaMinaei/dom-converter"
"dom-serializer@0.2.2","MIT","https://github.com/cheeriojs/dom-renderer"
"domain-browser@1.2.0","MIT","https://github.com/bevry/domain-browser"
"domelementtype@1.3.1","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domelementtype@2.1.0","BSD-2-Clause","https://github.com/fb55/domelementtype"
"domhandler@2.3.0","BSD*","https://github.com/fb55/DomHandler"
"domutils@1.5.1","BSD*","https://github.com/FB55/domutils"
"domutils@1.7.0","BSD-2-Clause","https://github.com/FB55/domutils"
"dropzone@5.7.4","MIT","git+https://gitlab.com/meno/dropzone"
"duplexer@0.1.2","MIT","https://github.com/Raynos/duplexer"
"ecc-jsbn@0.1.2","MIT","https://github.com/quartzjer/ecc-jsbn"
"ee-first@1.1.1","MIT","https://github.com/jonathanong/ee-first"
"electron-to-chromium@1.3.657","ISC","https://github.com/kilian/electron-to-chromium"
"elliptic@6.5.4","MIT","https://github.com/indutny/elliptic"
"emoji-regex@7.0.3","MIT","https://github.com/mathiasbynens/emoji-regex"
"emojis-list@2.1.0","MIT","https://github.com/kikobeats/emojis-list"
"emojis-list@3.0.0","MIT","https://github.com/kikobeats/emojis-list"
"encodeurl@1.0.2","MIT","https://github.com/pillarjs/encodeurl"
"end-of-stream@1.4.4","MIT","https://github.com/mafintosh/end-of-stream"
